floor,brand,name,product_code,matched_name,matched_brand,match_status,match_method,match_score,image,url
2F,CASSINA,"Ficupala Floor Lamp
Taupe grey Glass",,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202606/cf611bf1251538db9073cb06dd9c2c17.jpg,https://inscale.co.kr/product/detail.html?product_no=854
2F,CASSINA,Cornaro - 2 seater - Crema,,Cornaro - 2 seater - Crema,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202510/da104611cd761df21c21dd2cd56120ac.jpg,https://inscale.co.kr/product/cornaro-2-seater/702/category/87/display/1/
2F,CASSINA,"CORNARO ARMCHAIR -
Pinot Noir",,CORNARO ARMCHAIR - Pinot Noir,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202409/c1caef306f8a2388c6c6eb88170c8811.jpg,https://inscale.co.kr/product/cornaro-armchair/689/category/87/display/1/
2F,CASSINA,Nuvola Rossa,,Nuvola Rossa,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202311/2156313c9b305870a4fa3ebf914a1028.jpg,https://inscale.co.kr/product/nuvola-rossa/464/category/87/display/1/
2F,CASSINA,LC1,,LC1,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202309/deff3254f67d99bb80c277829cbf40b5.jpg,https://inscale.co.kr/product/lc1/384/category/87/display/1/
2F,CASSINA,944 Soriana - 3 Seater Sofa(Blu),,944 Soriana - 3 Seater Sofa,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202606/e61bd0ed5879e7b31a8be05b8f4dcae4.jpg,https://inscale.co.kr/product/detail.html?product_no=772
2F,CASSINA,Bowy Table,,Bowy Table,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202312/9fe33338abb67caf183468cc9d93481c.jpg,https://inscale.co.kr/product/bowy-table/553/category/87/display/1/
2F,CASSINA,LC14 - Tabourets Cabanon,,LC14 - Tabourets Cabanon,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202606/a68d80924ce4277f7bba0986bbcb1bc5.jpg,https://inscale.co.kr/product/detail.html?product_no=839
2F,CASSINA,"LC14 - 
Tabourets Maison du Brésil",,LC14 - Tabourets Maison du Brésil,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202606/71068d9e884684fbcedbc66e5109f12b.jpg,https://inscale.co.kr/product/detail.html?product_no=840
2F,CASSINA,ATACAMA 3,,ATACAMA 3,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202311/4616d1d07dba2e7187ebafaa7db596f3.jpg,https://inscale.co.kr/product/atacama-3/454/category/87/display/1/
2F,CASSINA,Capitol Complex Table,,Capitol Complex Table,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202311/0a80d4204c1d272907d5f6f7d19ca803.jpg,https://inscale.co.kr/product/capitol-complex-table/458/category/87/display/1/#none
2F,CASSINA,Bollicosa Small - Shiny rose gold,,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202410/f414a7a50d3903c00694a8849b4d0a7d.jpg,https://inscale.co.kr/product/bollicosa-small/660/category/87/display/1/
2F,CASSINA,Capitol Complex Office Chair,,Capitol Complex Office Chair,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202311/7965073f5591e35a38240606efac0201.jpg,https://inscale.co.kr/product/capitol-complex-office-chair/468/category/87/display/1/
2F,CASSINA,Capitol Complex Chair,,Capitol Complex Chair,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202311/4875a30f3819732109766cbdeb599fd0.jpg,https://inscale.co.kr/product/capitol-complex-chair/467/category/87/display/1/
2F,CASSINA,Sahara - Drop,,Sahara - Drop,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202311/7b18cb214d21e92a5cfc74ba6a1b8c22.jpg,https://inscale.co.kr/product/sahara-drop/453/category/87/display/1/
2F,CASSINA,SAHARA - Oval,,Sahara - Oval,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202606/3be78a38db8054562aba037fa0849870.jpg,https://inscale.co.kr/product/detail.html?product_no=804
2F,CASSINA,LC20 Casier,,LC20 Casier,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202312/a86d86b076565943e21b74ec494a2865.jpg,https://inscale.co.kr/product/lc20-casier/514/category/116/display/1/
2F,CASSINA x KARAKTER,Lungangolo Bookshelf - Black oiled oak,,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202606/8915153dab421b488e8d079063ed4718.jpg,https://inscale.co.kr/product/lungangolo-bookshelf-black-oiled-oak/801/category/110/display/1/
2F,CASSINA,DUDET Bianco,,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202504/b5b57ce907be1cb611f7fbfbd32865df.jpg,https://inscale.co.kr/product/dudet/684/category/87/display/1/
2F,CASSINA,"Dudet Arm Chair
VINACCIA MELANGE",,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202606/c8b7f30115394c7094658f5d12a1039a.png,https://inscale.co.kr/product/dudet-arm-chair-vinaccia-melange/841/category/113/display/1/
2F,CASSINA,Soft Corners Side Table,,Soft Corners Side Table,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202606/7e221ccee1ac4d5cd604cb7113dc89e2.jpg,https://inscale.co.kr/product/detail.html?product_no=842
2F,CASSINA,Sestiere - Amethyst / Lemon yellow,,Sestiere - Amethyst / Lemon yellow,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202312/d47c1f325468a28b6d2d93b686a7597b.jpg,https://inscale.co.kr/product/sestiere-amethyst-lemon-yellow/489/category/87/display/1/
2F,ARTEMIDE,Melampo Night,,Melampo Night Bronze Ecru,ARTEMIDE,matched,strict_name,0.736,https://inscale.co.kr/web/product/big/202606/a283920d8b617ad66f6e132a6a435d54.jpg,https://inscale.co.kr/product/detail.html?product_no=832
2F,CASSINA,Accordo,,Accordo,CASSINA,matched,strict_name,1.0,https://inscale.co.kr/web/product/big/202311/e74228cecc1246d55bc04488ec59d5d6.jpg,https://inscale.co.kr/product/accordo/462/category/87/display/1/
2F,Flos,"Bellhop Floor Brick Red
[단종]",P00000MD,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202311/44a85afda529c4d833d8cdb198bb0c37.jpg,https://inscale.co.kr/product/bellhop-floor/315/category/91/display/1/
2F,Cassina,Les Grands Trans-Parents,P0000BCC,Les Grands Trans-Parents Mirror,CASSINA,matched,product_code,1,https://inscale.co.kr/web/product/big/202312/19888d373e958af73e266ace7ce20787.jpg,https://inscale.co.kr/product/les-grands-trans-parents-mirror/730/category/87/display/1/
3F,Flos,"Captain Flint
[단종]",P00000MF,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202309/9751bc7b0ca1edb486924bd060625124.jpg,https://inscale.co.kr/product/detail.html?product_no=317
3F,POLTRONA FRAU,Let it Be Sofa 2-seater Sofa,P00000YX,LET IT BE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/8ae5b1011b039349c8c7125d31622b56.jpg,https://inscale.co.kr/product/let-it-be/647/category/110/display/1/
3F,POLTRONA FRAU,Let it Be Sofa,P0000BEU,LET IT BE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/be145ec1bfa000332257418d3d22250e.jpg,https://inscale.co.kr/product/let-it-be-sofa/800/category/110/display/1/
3F,Vibia,"wireflow 0301
[단종]",,,,new_or_unmatched,not_found,,https://assets.vibia.com/Wireflow_Chandelier_Card_2_d030842ab5.webp,
3F,POLTRONA FRAU,DUO BENCH,P00000ZR,DUO BENCH,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202503/9c0e5d9bd893b864a365856a6591f322.jpg,https://inscale.co.kr/product/duo-bench/667/category/110/display/1/
3F,POLTRONA FRAU,DUO LOW TABLE,P00000ZQ,DUO LOW TABLE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/aa344f5ee244b45ab87075fd604a18d5.jpg,https://inscale.co.kr/product/duo-low-table/666/category/110/display/1/
3F,POLTRONA FRAU,DUO LOW COFFEE TABLE,P00000ZP,DUO LOW TABLE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202503/7fedb200d3fda26405e18bbbbc5d1400.jpg,https://inscale.co.kr/product/duo-low-table/665/category/110/display/1/
3F,POLTRONA FRAU,DUO LOUNGE CHAIR,P00000ZT,DUO LOUNGE CHAIR,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202503/3c0f8184bfa36468aa3ecf3d0468cc6c.jpg,https://inscale.co.kr/product/duo-lounge-chair/669/category/110/display/1/
3F,POLTRONA FRAU,BOB COFFEE TABLE Walnut,P0000BGL,BOB COFFEE TABLE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/2a8e217c208ce0650cf24bd368be7d01.jpg,https://inscale.co.kr/product/detail.html?product_no=843
3F,MARSET,"Ginger 20 M 
Portable Oak",P00000ZO,Ginger Portable Oak,CASSINA,matched,product_code,1,https://inscale.co.kr/web/product/big/202410/4aa110c9b270a3599416da0b3eec0e1c.jpg,https://inscale.co.kr/product/ginger-portable-lamp/664/category/110/display/1/
3F,POLTRONA FRAU,DUO BOOKCASE,P00000ZS,DUO BOOKCASE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202503/7c411212a1287a6374a4f8c2c09cce88.jpg,https://inscale.co.kr/product/duo-bookcase/668/category/110/display/1/
3F,POLTRONA FRAU,MING’S HEART,P00000ZU,MING’S HEART,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202503/c27cf9fc1a8d9381efdf9a60422668a0.jpg,https://inscale.co.kr/product/detail.html?product_no=670
3F,Flos,"Copycat
[단종]",,,,new_or_unmatched,not_found,,https://flos-assets.imgix.net/family-import/P_Md_E-Copycat-Flos-Decorative-still-life.jpg?fp-x=0.50&fp-y=0.50&w=960&h=646&fm=webp&fit=crop,
3F,ARTEMIDE,"Nessino - 
Orange",P00000NN,Nessino,ARTEMIDE,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/fecd50092047a04d6c386ac1621d9a2c.jpg,https://inscale.co.kr/product/detail.html?product_no=736
3F,ARTEMIDE,"Nessino - 
White",P00000NM,Nessino,ARTEMIDE,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/1dc4ed7884992d207e66ffc4cabf5b50.jpg,https://inscale.co.kr/product/detail.html?product_no=350
3F,POLTRONA FRAU,HOMEY,P00000ZV,HOMEY TABLE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202503/5479496723e0cc685f265e87cca84b5c.jpg,https://inscale.co.kr/product/homey-table/671/category/110/display/1/
3F,POLTRONA FRAU,ISADORA,P00000ZY,ISADORA,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202503/3dfd662f56c4db6fa164c77e7eb028ca.jpg,https://inscale.co.kr/product/detail.html?product_no=674
3F,POLTRONA FRAU,NICE Small Armchair(Leahter),P00000ZX,NICE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202503/3c4336b82342c86f4c9daf6625a86945.jpg,https://inscale.co.kr/product/detail.html?product_no=673
3F,POLTRONA FRAU,NICE Small Armchair(Fabric),P00000ZW,NICE,POLTRONA FRAU,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/112f4578f26db0fe011c2386e70f4049.jpg,https://inscale.co.kr/product/detail.html?product_no=672
3F,Santa & Cole,Lamina 165,P0000BDT,[Order] Lamina 165 Pendant,Santa&Cole,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/6b825816c7a96ad0959f651651adf46a.jpg,https://inscale.co.kr/product/lamina-165-pendant/773/category/119/display/1/
3F,Ritzwell,"JABARA 
Sideboard Walnut",P00000YU,JABARA,CASSINA,matched,product_code,1,https://inscale.co.kr/web/product/big/202410/5c08e5d1af541c4f317eb498c02d66e9.jpg,https://inscale.co.kr/product/jabara-sideboard-walnut/644/category/110/display/1/
3F,Vibia,"Flat Floor 5955
[단종]",P00000OI,Flat Floor 5955 Terra Red,VIBIA,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/2069e310b84548b025f684db39c95da5.jpg,https://inscale.co.kr/product/flat-floor-5955/372/category/95/display/1/
3F,Artemide,Alfa,P00000MZ,Alfa,ARTEMIDE,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/2dfdc6ce2716bd801347efa798c9db27.jpg,https://inscale.co.kr/product/alfa/337/category/90/display/1/
3F,Vibia,"Stick
[단종]",,,,new_or_unmatched,not_found,,https://wp.vibiacdn.com/2020/11/vibia-the-edit-the-sticks-collection-boundless-spaces-12-600x900.jpg,
3F,Flos,"Superloon
[단종]",P00000MG,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202309/aaae8560ce67d061d1782791420f3dd6.jpg,https://inscale.co.kr/product/superloon/318/category/91/display/1/
3F,ARTEMIDE,Melampo Terra Floor Bronze Ecrù,P00000NS,Melampo Terra Floor Bronze Ecrù,ARTEMIDE,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/5d3048437712c973e8f2fa6fd4ddbbd1.jpg,https://inscale.co.kr/product/%EC%9E%AC%EA%B3%A0%EB%B3%B4%EC%9C%A0-melampo-terra-floor-bronze-ecr%C3%B9/356/category/90/display/1/
3F,Flos,"IC Lights 
Suspension 1 Brass",P0000BGM,IC Lights Suspension 1 Brass,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/1e6d6b21febd135932656ca1dda92008.jpg,https://inscale.co.kr/product/detail.html?product_no=844
3F,Flos,"IC Lights 
Suspension 2 Brass",P0000BGN,IC Lights Suspension 2 Brass,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/193bb40b7b4d246a1ec053dc94afe387.jpg,https://inscale.co.kr/product/detail.html?product_no=845
3F,Flos,IC Lights Table 2 Brass,P0000BGO,IC Lights Table 2 Brass,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/2b59c9a871d9b6d189a64e31a5e0ba98.jpg,https://inscale.co.kr/product/ic-lights-table-2-brass/846/category/119/display/1/
3F,Flos,IC Lights Table T1 High Brass,P0000BGP,IC Lights Table T1 High Brass,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/6b2746d7c2916c364383a8e6af497660.jpg,https://inscale.co.kr/product/detail.html?product_no=847
4F,Knoll,Girard Coffee Table,P00000KX,"Girard Table - Walnut veneer, Black Steel",KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/61f2de7e2b200b60df5cc2997af1b922.jpg,https://inscale.co.kr/product/girard-table/283/category/86/display/1/
4F,KNOLL,Wassily Chair Black,P00000JL,Wassily Chair Black,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/ae7a261c19fbb96c074ad257fa7ac333.jpg,https://inscale.co.kr/product/wassily-chair/245/category/86/display/1/
4F,KNOLL,Barcelona Chair Venezia Leather Black,P00000JX,Barcelona Chair Venezia Leather BLack,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202402/13d3ff4bcddb4d29c94643c710dc2570.jpg,https://inscale.co.kr/product/detail.html?product_no=257
4F,KNOLL,Barcelona Stool Black,P00000KA,Barcelona Stool Black,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/2d3c046b8b16ca51d6166987c735389e.jpg,https://inscale.co.kr/product/detail.html?product_no=260
4F,KNOLL,Florence Knoll Low Table,P00000PX,Florence Knoll Low Coffee Table,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202311/9862853629e558afeef28cfc25353487.jpg,https://inscale.co.kr/product/florence-knoll-low-coffee-table/413/category/86/display/1/
4F,KNOLL,Matic Credenza (on Feet),P00000YW,Matic Credenza(on Feet),KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202410/24cedc22682a0a106204b475a606ddcd.jpg,https://inscale.co.kr/product/matic-credenzaon-feet/646/category/86/display/1/
4F,Artemide,Tolomeo Mega Floor Black,P00000NR,Tolomeo Mega Floor Black,ARTEMIDE,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/2397fdc90441c5375878f013b5fba0be.jpg,https://inscale.co.kr/product/order-tolomeo-mega-floor-black/355/category/90/display/1/
4F,KNOLL,Cesca Chair,P00000WV,Cesca Chair,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202402/b6e18473876539554cad5a9165af189d.jpg,https://inscale.co.kr/product/cesca-chair/593/category/86/display/1/
4F,KNOLL,Wassily Chair White,P00000JQ,Wassily Chair White,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/aea3416746ec696e45b8f6a75cb36ec4.jpg,https://inscale.co.kr/product/detail.html?product_no=250
4F,KNOLL,Laccio Low Table Marble,P0000BGR,Laccio Side Table Statuarietto,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/ad3674d4ee0d225aa9f770f8bdb372f9.jpg,https://inscale.co.kr/product/detail.html?product_no=849
4F,USM,USM Haller Storage Yellow,P0000BGS,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202606/91398c05ea22e9c298e935006315cc4c.jpg,https://inscale.co.kr/product/detail.html?product_no=850
4F,Marset,"Theia
[단종]",,,,new_or_unmatched,not_found,,https://www.marset.com/wp-content/uploads/lamparas/theia/Theia-S-Black-1200x1200.jpg,
4F,KNOLL,Pollock Arm Chair,P00000JH,Pollock Arm Chair Natural,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/daf18654af07c4cc7d7e554f046b1648.jpg,https://inscale.co.kr/product/detail.html?product_no=241
4F,Flos,"Bonjour 
Unplugged",P00000LN,Bonjour Unplugged,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/1d281bd4a33e4a1fe5d7d3513fa8b923.jpg,https://inscale.co.kr/product/detail.html?product_no=299
4F,KNOLL,Saarinen Oval Table 1980 - Arabescato,P00000KH,Saarinen Oval Table 1980,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/e6d95876c4b4671dee1947774f14e90d.jpg,https://inscale.co.kr/product/search.html?keyword=saarin
4F,KNOLL,"TULIP 
ARM CHAIR",P00000IW,TULIP Arm Chair White,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/15eebb79d0e685486e1ed3d012fb3759.jpg,https://inscale.co.kr/product/search.html?keyword=tulip
4F,KNOLL,"TULIP 
ARM CHAIR",P00000TI,TULIP Arm Chair Grey,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202311/07989fd86cfe63a6180f3140fd6c2c14.jpg,https://inscale.co.kr/product/search.html?keyword=tulip
4F,KNOLL,"TULIP
ARMLESS CHAIR",P00000IY,TULIP Armless Chair DK.Blue,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/901dc7f6634883374106c5b091395ba3.jpg,https://inscale.co.kr/product/search.html?keyword=tulip
4F,KNOLL,"TULIP
ARMLESS CHAIR",P00000JB,TULIP Armless Chair Yellow,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/ec289675174f22e89ff98cb503a4f49b.jpg,https://inscale.co.kr/product/search.html?keyword=tulip
4F,VITRA,Panton Chair White,P00000GK,Panton Chair White,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202408/b160555f7a4786149ecd47bf50ffa30d.jpg,https://inscale.co.kr/product/panton-chair/166/category/84/display/1/
4F,KNOLL,Bertoia Chair,P0000BGT,Bertoia Chair,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/1e570aa86503b3fdf07716ce614f61e8.jpg,https://inscale.co.kr/product/detail.html?product_no=851
4F,KNOLL,"Spoleto
[단종]",,,,new_or_unmatched,not_found,,https://images.hermanmiller.group/m/3d2d91542dd9ab97/W-KNO_SPC_13033.png?trim=auto&trim-sd=1&blend-mode=darken&blend=ffffff&bg=ffffff&auto=format&w=1000&q=70&h=1000,
4F,VIBIA,"Mayfair Mini 5495 
Terra Dark",P0000BGQ,Mayfair Mini 5495 Terra Dark,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/c25bc7c63c513a19858c1e4d11724d04.jpg,https://inscale.co.kr/product/detail.html?product_no=848
4F,KNOLL,TULIP Stool,P00000JA,TULIP Stool Yellow,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/7ad84fec1e0ef64263a0c2a1d70f91f8.jpg,https://inscale.co.kr/product/tulip-stool/234/category/86/display/1/
4F,KNOLL,Saarinen Round 1200 - Laminate,P00000KN,Saarinen Round 1200,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202402/e0e910cd6b9e8b36dcc3b40f5b3ca657.jpg,https://inscale.co.kr/product/saarinen-round-1200-laminate/273/category/86/display/1/
4F,KNOLL,Saarinen Round Side 510 - Nero Marquina,P00000WN,Saarinen Round Side 510,KNOLL,matched,product_code,1,https://inscale.co.kr/web/product/big/202402/1ed8d6b81f2a9c9e65611ee86e099f5a.jpg,https://inscale.co.kr/product/saarinen-round-side-510-nero-marquina/585/category/86/display/1/
4F,ARTEMIDE,Tolomeo Mega Floor Black,P00000NR,Tolomeo Mega Floor Black,ARTEMIDE,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/2397fdc90441c5375878f013b5fba0be.jpg,https://inscale.co.kr/product/tolomeo-terra-mega/355/category/90/display/1/
4F,INGO MAURER,Zettel'z 6,P0000BDU,[Order] Zettel'z 6,Ingo Maurer,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/00286eac08b671cfe73d9e543847c5cd.jpg,https://inscale.co.kr/product/detail.html?product_no=774
4F,Flos,"Goldman
[단종]",P00000LP,,,new_or_unmatched,not_found,,https://inscale.co.kr/web/product/big/202309/0628419eeaced3b3f171bc2c9cc43445.jpg,https://inscale.co.kr/product/goldman/301/category/91/display/1/
4F,Flos,Snoopy Table Lamp,P0000BDW,Snoopy Table Lamp - Green,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/a618e11c4f0de3ff45612b92777b9efa.jpg,https://inscale.co.kr/product/detail.html?product_no=776
